CAP	20309
OSA	20189
EP	20101
VL	19987
JVP	19768
CAT	19336
AG	19313
CD	19309
ARB	19305
MM	19272
OOB	19115
RWMA	19058
AKI	19057
BMI	19051
LAE	19014
SL	18963
QT	18935
DMII	18916
SICU	18909
PDA	18841
NOT	18822
PLT	18693
SITE	18598
AMS	18578
GIB	18401
DIR	18369
CNS	18366
PAIN	18312
VT	18306
LR	18176
GC	18027
ORIF	17911
BL	17892
LUNGS	17799
RF	17795
PANEL	17686
V.	17535
A&O	17428
ICD	17423
SC	17416
P.	17379
LLQ	17296
UNIT	17287
CEA	17211
HSV	17192
TAH	17141
SEM	17136
ALK	17082
CPAP	17052
MDI	16981
EGA	16889
LHC	16876
RLL	16856
I.	16733
PHOS	16636
IADLS	16532
LVAD	16504
PAP	16439
PPI	16401
LT	16386
NYC	16348
ADL	16259
LM	16182
BASIC	16142
NRB	16097
LEE	15962
DJD	15943
MV	15919
NET	15908
SVT	15904
W.	15863
HL	15772
RHC	15745
DKA	15701
VDRL	15698
OM	15671
BACK	15560
RBBB	15436
BPM	15330
GCT	15284
TIBC	15243
IS	15234
FAX	15198
MARK	15138
ICA	14897
WBAT	14891
NSVD	14859
ECASA	14837
HF	14765
EC	14660
NGT	14603
FFP	14585
MVR	14442
FCK	14291
BKA	14255
MARIA	14226
STEMI	14220
ETT	14195
MSSA	14133
CTAP	14126
LLL	14069
DC	14046
IVDA	14034
PER	14031
LAN	13906
SBO	13905
TPN	13854
NR	13803
BS+	13742
SMITH	13698
AVA	13557
MAC	13342
FNF	13259
PFO	13142
OHT	13096
AR	13089
G.	13032
LN	13013
MB	12999
JAMES	12962
IJ	12960
F.	12943
SLE	12896
BSO	12885
LBBB	12739
SINUS	12731
CRP	12695
FDG	12666
PUSH	12633
ENDO	12597
HE	12573
SAH	12571
TOTAL	12514
ICH	12504
EFW	12398
AVM	12135
AAA	12070
ACUTE	12050
ABC	12023
NONE	12009
CVP	11981
EDD	11927
PD	11881
SIGNS	11815
FJS	11812
FSG	11695
VITAL	11675
MPV	11610
AXR	11553
NIHSS	11530
CO	11507
VC	11461
BB	11424
HCC	11348
RUL	11340
CFC	11315
ACEI	11311
JOSE	11291
MDR	11261
VOC	11220
K.	11199
SSI	11066
HS	11026
EF%	11004
IVIG	10989
CBD	10938
FOOD	10837
ATN	10799
MC	10790
DISPO	10681
SHE	10659
CELL	10621
TV	10619
TKA	10593
N.	10538
PH	10506
VRE	10499
BTL	10410
FGA	10393
OLT	10366
PETER	10352
HIP	10335
BLE	10323
RN	10266
EDC	10264
DDRT	10254
R&R	10251
PROT	10233
LBP	10197
YORK	10151
MRCP	10094
MVA	10083
ECT	10048
EBV	9914
PAF	9885
FIM	9873
UR	9870
CM	9853
HFA	9835
TURP	9760
AH	9739
PP	9711
THA	9710
TAVR	9696
ISS	9664
EHL	9609
HBV	9501
IDDM	9492
NYHA	9481
MRG	9465
SGOT	9442
RT	9441
TG	9430
RI	9410
SPEP	9304
NL	9290
EMG	9242
TYPE	9231
MUGA	9230
SAME	9207
DO	9185
CVAT	9154
TP	9148
DRUG	9139
OK	9117
BLOCK	9108
PPX	9099
CTX	9084
THC	9059
UGIB	9056
NJ	9036
SFA	8962
HCAP	8953
COR	8899
I&D	8863
CATH	8808
BMS	8779
MTX	8738
NABS	8710
LD	8703
PAUL	8701
M.D	8676
FT	8672
EXTR	8664
BAL	8641
FLOOR	8575
RVSP	8556
APC	8533
VATS	8532
VFF	8520
VA	8492
USG	8471
FM	8455
COU	8427
MCG	8424
FLAIR	8420
MDD	8385
TIW	8321
I&O	8320
TWF	8296
IVP	8267
EBL	8259
WERE	8225
MOUTH	8224
ASD	8186
SGPT	8152
SAR	8152
SVE	8101
ICM	8088
AICU	8084
GGT	8074
TIPS	8064
LIST	8060
NCHCT	8053
AB	8041
LUNG	8008
BE	7966
MWF	7945
QID	7926
PCWP	7919
VQ	7905
'S	7857
OD	7849
H&P	7843
RUSB	7818
IABP	7810
STD	7778
NSAID	7776
PVR	7773
TEST	7772
ONC	7708
HIT	7669
SDH	7663
EMU	7645
LUQ	7640
CV-	7623
AZT	7620
UO	7611
SB	7600
WHEN	7476
HER	7453
TW	7442
AKA	7401
NIDDM	7372
STE	7370
PEREZ	7368
RULE	7351
RH	7334
GTT	7329
NYU	7290
AFP	7273
JOINT	7264
VP	7263
OTC	7247
NRBC	7242
RPDA	7235
CVVH	7207
LUSB	7184
OI	7176
BRAIN	7170
DTR	7157
RIJ	7122
DWI	7112
DNA	7106
CIVT	7045
SMA	7031
TRACE	6974
SUV	6971
ALAN	6970
HCG	6964
CVVHD	6959
PI	6958
Y	6884
FAW	6878
DRIP	6862
SVC	6861
PTH	6859
PCW	6855
VH	6832
NBNB	6820
TOP	6819
FOLEY	6795
P.O.	6794
WDWN	6791
USED	6790
BIPAP	6757
AFI	6754
K+	6720
NIFS	6703
PID	6701
PICU	6700
IT	6678
TIMI	6623
SCM	6616
TC	6605
TRACT	6588
LVOT	6578
TOT	6559
HAD	6550
EOS	6545
DPO	6538
PNV	6505
PFT	6504
DRIPS	6489
MARY	6476
VAC	6451
CRAIG	6446
DDD	6430
TLC	6430
TOV	6429
HAS	6428
THIS	6426
IOL	6416
PTX	6402
UPEP	6365
CF	6339
COAG	6320
ABUSE	6307
AVN	6285
HPV	6284
/HPF	6268
MICA	6266
CHONY	6243
D&C	6235
GFR	6196
RML	6190
ACR	6185
CNII	6175
FCB	6142
BRUCE	6138
FU	6131
PRIOR	6131
VALVE	6126
SILT	6125
LIVER	6097
NOSE	6093
BR	6083
TF	6065
LS	6048
PEEP	6038
ANC	6035
JUAN	6026
CLL	6014
TA	6008
FDW	5982
TMA	5977
AAO	5960
EUS	5944
DE	5905
ADMIT	5904
HIS	5902
CI	5896
AL	5877
QAM	5874
ADA	5865
VBG	5862
STAGE	5855
A+O	5829
GT	5803
LUL	5798
ABX	5794
WAVE	5766
MSE	5762
DIFF	5758
PEB	5731
DAYS	5713
WB	5690
VIEW	5663
AFTER	5649
SM	5644
PV	5628
LGIB	5620
TM	5589
EST	5562
RFA	5558
LVED	5550
AVSS	5529
PTSD	5523
ALC	5511
DCM	5511
AO	5499
WEEKS	5493
GS	5485
NIBP	5482
SIADH	5470
NIDCM	5470
GNR	5460
SP	5447
ONE	5428
BASOS	5423
AN	5410
PMHX	5403
FNA	5394
EOM	5350
VSD	5330
TPA	5319
LLSB	5312
PGY	5302
MING	5250
CTABL	5219
AVL	5217
SSCP	5217
GRAM	5215
WOUND	5214
RIMA	5187
DOB	5182
YO	5182
MAP	5165
PIV	5117
ROMAN	5116
SCAN	5114
IVS	5110
LRRT	5098
MAE	5090
BIBA	5084
SCC	5068
LCX	5068
VREF	5053
ISR	5051
DOA	5014
FK	4994
FTK	4964
RAE	4955
PEC	4941
VII	4938
CHOP	4935
IP	4914
STOP	4900
IU	4890
MAI	4883
NON	4880
LVP	4868
LFTS	4858
OZ	4857
ERIC	4825
LOW	4818
SSE	4816
BPP	4783
DLCO	4782
RSV	4781
ANCA	4776
ACNC	4775
FVC	4771
DUE	4765
KCL	4755
CTO	4728
VF	4726
DB	4717
BCG	4708
ORAL	4704
NWB	4702
RAY	4688
AVE	4687
ACA	4678
OSTER	4669
CS	4666
KNEE	4662
PMN	4656
POC	4632
DIC	4609
MILD	4605
GRAFT	4570
CCS	4565
LVPW	4550
LVES	4526
GAF	4523
MDS	4522
UC	4512
ABOVE	4500
PATCH	4495
VAP	4490
SEC	4485
JAN	4483
DAILY	4479
SSS	4467
DLBCL	4465
IVUS	4461
ULCER	4450
BPT	4432
ROSA	4416
WMA	4410
DX	4406
LH	4398
ANITA	4384
VPA	4381
LEWIS	4371
REHAB	4364
ARDS	4361
PSVT	4359
LUIS	4359
BROWN	4355
NSVT	4348
FELIX	4340
VTOP	4316
MOM	4303
WHICH	4298
AFVSS	4280
DSM	4276
TWO	4275
GTC	4275
SISTI	4269
MELD	4267
AML	4262
COUNT	4249
ABI	4247
FRANK	4246
ALLEN	4245
LTCS	4234
STH	4233
GB	4228
COL	4205
ITP	4198
RX	4191
COHEN	4189
FHR	4184
MVP	4166
TIMES	4163
SEEN	4154
THAT	4137
SPENT	4137
STERN	4126
SERUM	4125
ESBL	4114
H&H	4105
WOB	4102
LOA	4101
KUNG	4100
RAMON	4100
BOTH	4091
PNL	4074
AED	4073
CARL	4070
SQH	4064
CARD	4062
TERM	4058
DOSE	4057
MJ	4028
VZV	4007
SA	3999
CPEP	3994
MAJOR	3983
PF	3976
RAM	3974
TAKE	3970
FLAMM	3960
TESTS	3954
PS	3951
JR	3924
HC	3919
OLD	3910
FUNC	3887
VVI	3860
TOB	3857
WELL	3840
SPINE	3836
CRUZ	3833
AGE	3825
FORT	3825
MMF	3823
LOF	3819
ROSE	3792
NOW	3780
IBD	3773
-)TB	3766
EAR	3765
TFT	3753
WD	3753
CDI	3753
-)HIV	3750
NUNEZ	3738
NF	3732
-)CVA	3716
EPOCH	3708
LSB	3707
RHD	3703
LEUK	3702
LOPEZ	3689
GA	3669
CFU	3662
LOBE	3655
Z	3654
ILD	3651
IVSS	3643
TCC	3639
AVB	3632
MTYP	3629
MSS	3625
SMALL	3624
TODD	3622
PEA	3615
FTT	3599
NEC	3594
AFIB	3577
IBS	3576
SUSAN	3574
PMCR	3573
GRAV	3572
IVH	3567
NST	3566
TKR	3561
SROM	3557
HENRY	3555
GR	3555
HAV	3548
HDS	3547
ECMO	3534
MONOS	3517
FSGS	3516
LEVEL	3502
DF	3494
RNA	3490
SMEAR	3484
U.	3481
SLJ	3453
DIAZ	3451
FEVER	3444
POB	3443
MRV	3431
GM	3427
O+	3424
GBM	3424
CIWA	3421
VIII	3419
VIEWS	3419
FTA	3412
TBI	3404
LIJ	3402
MISC	3401
END	3399
KAREN	3393
SAB	3393
QTC	3390
BIRTH	3385
FOUND	3380
TUBE	3371
LEG	3364
PHL	3362
FISH	3359
FL	3332
PIP	3327
RUBIN	3322
CXR-	3322
BUE	3321
CPR	3319
MASS	3316
IUP	3308
VB	3307
MORPH	3287
VTI	3281
COLON	3278
SLNTG	3270
OU	3257
PROM	3255
U.S.	3251
HIDA	3249
CX	3246
THREE	3229
RVP	3213
L&D	3208
YEAR	3206
CBI	3204
LURT	3204
O&P	3200
HOLD	3193
JAKOB	3178
UF	3168
MDRD	3159
PRWP	3128
PG	3127
KELLY	3125
OSCAR	3121
SG	3116
ANGEL	3115
EPS	3110
HK	3100
RCC	3095
VASC	3094
REYES	3087
JPS	3080
TROPO	3075
TUMOR	3063
LVEDP	3055
/LPF	3055
LABOR	3048
NSCLC	3047
ORTIZ	3028
DDAVP	3004
UGI	3003
LAFB	2993
NANCY	2977
CCT	2969
BUT	2968
STAT	2964
WHO	2963
ALLAN	2958
GSW	2957
NYDIA	2954
OS	2948
ART	2947
BOWEL	2933
THR	2929
CELLS	2928
MARC	2928
UPON	2921
OMFS	2915
GE	2911
IRON	2901
HAVE	2899
AD	2892
PEDRO	2870
ALS	2865
HB	2862
WN	2859
EDEMA	2858
LEGAL	2848
LB	2845
LINDA	2841
MAZE	2819
PW	2817
SOFT	2814
CKMB	2800
TML	2795
LEADS	2794
RPA	2787
CRF	2786
EVD	2786
LVEDD	2784
CFA	2781
BELOW	2779
IPF	2778
NB	2777
BRIAN	2773
VTE	2759
AVG	2757
ARE	2754
EFM	2752
VEIN	2750
AMORY	2750
APAP	2744
IADL	2741
FOOT	2735
PPR	2734
XRAY	2732
HH	2728
GI-	2718
-)DM	2717
EYE	2715
RIPE	2699
CPB	2699
AMCR	2698
RALPH	2692
P.A.	2682
IUD	2677
GPC	2674
BLEED	2673
MEARS	2673
STENT	2669
-)PVD	2666
O.	2664
OPEN	2660
DCCV	2641
JAY	2632
MEQ	2630
BAV	2623
SNTND	2618
DA	2611
BIMA	2610
PHD	2607
RAS	2593
OFF	2591
LOUIS	2588
XI	2586
GREEN	2585
SOC	2582
ABSO	2582
GOMEZ	2573
LIPID	2571
UTOX	2568
PENA	2565
WEEK	2554
SRO	2549
PMR	2542
SHX	2538
AMI	2533
DONNA	2530
MED	2517
USA	2516
EPI	2516
SLR	2511
JC	2509
PC	2508
YES	2505
JONES	2496
CTH	2493
IX	2486
BK	2482
BONE	2473
PAC	2468
HP	2468
EMILY	2464
TAUB	2462
WHITE	2458
THERE	2455
FLUID	2454
ENA	2453
OCD	2452
COAGS	2451
GN	2448
IC	2443
HAP	2436
NKA	2429
SARAH	2413
EMR	2411
SSRI	2409
HLA	2408
BTT	2407
IMP	2402
A+	2400
GIVEN	2398
IUGR	2394
CHB	2384
LAURA	2382
BMT	2380
ALSO	2377
SIRS	2375
RTC	2365
QPM	2364
TED	2363
FEW	2353
JODY	2344
SCD	2343
RHF	2343
JUANA	2336
LINE	2332
FOB	2327
ANN	2323
HELEN	2316
MSM	2313
ACID	2312
TNI	2308
LATEX	2307
MICRO	2304
XCT	2304
NE	2302
TH	2299
MOTOR	2295
UM	2284
MAY	2277
AARON	2270
DEEP	2267
SLL	2267
GCS	2266
PJC	2265
AROM	2264
UTD	2261
PEJ	2258
PDM	2253
DK	2252
EIA	2252
FREE	2252
PPROM	2252
MOOD	2251
PPD+	2244
SAHAR	2243
MAYER	2240
PERL	2238
RICA	2235
ANNE	2232
HCCU	2231
HTN-	2229
MARIE	2228
NTTP	2226
TCD	2223
YOOD	2219
HM	2219
RVH	2217
VPS	2214
WILL	2206
MIC	2201
GCSF	2200
MICUB	2195
MN	2194
TNTC	2193
HIV+	2190
FLAP	2186
KATZ	2186
PICA	2184
JASON	2170
CPM	2168
KUB	2163
PGYN	2157
NASAL	2152
FXB	2152
CCB	2144
SMV	2143
HIGH	2130
TURBT	2122
PCKD	2121
SVG-	2121
BSA	2118
ATP	2108
FRAMM	2108
KNOWN	2107
ROMI	2106
TUP	2106
GARY	2095
FLY	2093
TAKEN	2092
RUTH	2090
A.M.	2088
RP	2086
PNC	2085
HOURS	2080
JACK	2080
LARRY	2080
PKT(S	2080
DL	2079
HOB	2074
TVP	2074
EKG-	2073
COLI	2056
FUNGI	2054
CCE	2053
GAIL	2051
BC	2051
RATE	2050
QOD	2050
GAIT	2044
MPA	2040
PERLA	2038
ES	2026
TSA	2026
MIXED	2023
KIM	2023
ICON	2023
BD	2017
HOCM	2017
CTS	2014
AVNRT	2012
MIVF	2011
MGUS	2006
LICA	2004
LL	1999
JEAN	1997
CIN	1995
LARGE	1990
ROY	1989
MGR	1986
FLW	1985
CMP	1979
STSG	1977
GGTP	1969
FHT	1968
MMSE	1967
HCM	1957
NOTED	1956
ACTH	1955
HJR	1947
GOOD	1939
BIB	1939
INTRA	1933
LIFE	1932
CAH	1931
RWP	1927
FETAL	1926
UCX	1923
DERM	1922
T&S	1919
IGG	1916
CARDS	1915
ELLEN	1913
ROOM	1910
GVHD	1901
DOCU	1900
RAD	1897
PASP	1893
DI	1887
MCP	1887
PCEA	1879
ANNA	1874
DONOR	1872
DOH	1870
ADHD	1867
OCP	1861
ISHLT	1858
GOC	1857
BAD	1854
BETH	1854
VASO	1852
HTS	1848
NHL	1846
RAMOS	1832
ONCE	1831
CML	1819
ARV	1814
RW	1809
ANY	1807
PEERL	1806
SVR	1805
LAT	1799
FTN	1794
PVT	1790
NBS	1785
DOT	1780
PAJ	1779
FOUR	1777
PTC	1776
ICP	1774
GLUC	1765
VIRUS	1763
FE	1762
SCOTT	1760
IRIS	1757
PPN	1755
NICM	1753
LAA	1750
DUBIN	1750
MIN	1745
KS	1744
PTU	1743
ACD	1743
BONES	1738
RPLS	1734
TD	1732
HUMAN	1729
BMM	1724
LI	1722
THEN	1721
BI	1720
RTA	1718
MOORE	1718
RS	1717
--HTN	1717
RPL	1716
NML	1715
HLIV	1712
ANTI	1710
OVER	1710
ZHF	1709
VBAC	1704
HCL	1704
IFN	1703
CSA	1699
OHS	1695
PHT	1693
SV	1687
DRE	1687
BEEN	1686
RISK	1684
PL	1683
RFC	1683
LOSS	1682
TCP	1674
PZA	1670
ATC	1670
C&S	1668
CH	1668
NTD	1667
CLEAR	1662
ID-	1657
IA	1656
LISA	1655
ICE	1653
GROSS	1652
PML	1651
UNITS	1651
DCIS	1650
TX	1649
TELE	1646
LUZ	1644
VIRAL	1643
PSHX	1639
JERRY	1636
GROUP	1628
PSX	1623
LAST	1622
PSC	1620
P.M.	1618
JORGE	1611
TRAM	1601
SAM	1596
C.V.	1595
RM	1593
CHANG	1592
IVCD	1590
HILDA	1584
YEARS	1582
GAS	1582
EJ	1581
JULIA	1581
PAULA	1574
MSIR	1572
BAXI	1571
NLF	1571
ANKLE	1570
S&S	1570
PEX	1569
NASH	1568
LFA	1568
N.Y.	1567
Q.D.	1566
YOUR	1564
GCCT	1555
ICS	1553
AMY	1549
PTL	1538
SSA	1535
ACT	1535
CMT	1534
ONSET	1532
NYPD	1532
ROGER	1529
MSAFP	1528
DIANE	1527
APS	1526
LWS	1520
LAXMI	1519
KEVIN	1514
NRFHT	1514
MO	1513
CAROL	1510
QUEST	1509
GOUT	1508
COUGH	1508
MMP	1506
HEAVY	1505
VK	1504
C-	1501
AORTA	1501
CYST	1500
NODES	1498
WALL	1495
FHL	1495
CRT	1493
SIMV	1492
SIMD	1492
PATEL	1489
RUIZ	1489
I+D	1488
CTCL	1487
FENGI	1487
VS-	1483
UNTIL	1481
GAD	1480
FTS	1480
ASAP	1477
NYS	1474
MARIO	1472
\F\	1472
UVB	1471
D.R.	1465
PLL	1461
BMZ	1456
RODS	1455
STUDY	1453
DAVIS	1453
FIRST	1451
BF	1450
SBT	1448
POLYS	1448
JACOB	1446
T-	1444
ERIK	1443
NI	1442
CASTS	1442
XT	1442
TWICE	1441
GALE	1440
GF	1434
JULIO	1433
ACN	1432
MTP	1427
MP	1426
MOST	1425
PUVA	1422
WT	1418
GRE	1417
AMR	1414
BSG	1411
JESUS	1409
DV	1409
NDNT	1407
GED	1404
SORA	1404
HV	1403
DONE	1403
HELLP	1403
IO	1398
WEST	1396
WNWD	1396
JANE	1392
JOAN	1392
MFM	1392
RVOT	1382
GROIN	1381
MONO	1378
PN	1377
SLNG	1377
SAAG	1374
ARUP	1373
STEIN	1370
MARCO	1369
APD	1364
GRADE	1361
CALL	1361
WPW	1361
VPC	1351
LAR	1350
IIIB	1349
LINES	1348
LND	1347
IOC	1347
TE	1345
NABIL	1345
CORD	1344
MORE	1344
HENT	1344
VERY	1334
Y.	1331
LEEP	1325
BPPV	1324
FTI	1323
DIP	1322
ACL	1322
AFO	1322
DDI	1318
MALE	1316
NEUTS	1315
SETH	1313
STI	1313
PCN-	1312
DID	1310
PTLD	1310
RISS	1308
DBA	1306
BRB	1304
ZBS	1303
TABS	1302
AIN	1299
LEROY	1298
TUBAL	1294
PMA	1294
RESOR	1293
ICAEL	1293
HORN	1290
EDGAR	1290
WE	1290
CAPD	1289
SJS	1289
METS	1288
MARTE	1282
ELISA	1278
BPD	1278
POS	1278
START	1276
PCOS	1276
LIMA-	1275
MEYER	1272
BODY	1272
IIIC	1271
FALL	1270
ABREU	1267
BOS	1265
FPM	1263
FEU	1262
SCT	1254
LHH	1253
EPAP	1251
TYP	1250
ECGS	1250
MH	1248
TTWB	1248
PCOM	1247
NATRI	1247
PFC	1246
CIS	1245
ALP	1245
MA	1243
IHSS	1242
PULM-	1238
B+	1237
PARR	1234
AREA	1233
VE	1229
IPAP	1228
DEXA	1226
TOE	1225
HOYLE	1225
STOOL	1224
NT/	1224
WORK	1223
PDE	1223
GEN-	1223
RE	1222
POOR	1220
RSR	1218
SHIN	1217
SIDED	1216
ASO	1208
DLT	1201
SONO	1199
AK	1197
PVB	1195
ESLD	1195
IOP	1194
GU-	1189
HRS	1189
ABORH	1188
SOME	1187
CHECK	1187
WEISZ	1187
DM-	1187
IB	1186
RRT	1186
CPT	1185
CIDP	1185
NAFLD	1185
DOS	1184
FEEST	1182
JNC	1181
PPH	1180
ALI	1179
LUPUS	1175
IDA	1175
TOO	1168
VIA	1167
RASS	1167
ABO	1165
LMCA	1163
NSIP	1163
IUFD	1161
TMP	1160
PORT	1160
OMP	1159
URR	1159
LSIL	1155
PCNL	1154
CNI	1153
UMN	1152
HSQ	1150
HARDY	1149
IWMI	1147
CAMP	1147
ALEX	1146
ASHMI	1144
E.R.	1143
HAND	1142
NSB	1141
ASCUS	1141
GIST	1141
CVD	1140
GIORA	1140
WM	1137
SLP	1135
HLP	1135
ROBIN	1134
YEH	1134
KF	1134
SAD	1132
HASA	1130
TVUS	1130
DEBRA	1129
TN	1129
HUANG	1128
MERAB	1128
AJ	1124
BCX	1124
KVO	1123
APPTS	1123
WORLD	1121
IIB	1118
TOF	1118
BYRON	1116
NECK-	1114
LVX	1112
TAC	1111
RVAD	1110
CHONG	1109
PDH	1107
FSW	1107
RITA	1105
FHX	1105
GDM	1103
IGM	1099
SUITE	1098
ARIAS	1098
TMJ	1097
NENG	1092
NMO	1092
LDW	1091
SIDE	1089
AIMS	1089
HTLV	1088
AUS	1088
PRES	1087
ADAM	1087
VEINS	1087
DFA	1087
OLGA	1085
EARLY	1083
FLORA	1081
SAT	1080
SONIA	1080
IPMN	1080
EVERY	1079
RFV	1079
FSH	1078
KE	1077
ADD	1076
FORDE	1073
ETOH/	1073
SINCE	1072
THAN	1071
TREAT	1070
EM	1069
NIH	1068
SBE	1068
DEATH	1065
OH	1065
DGF	1064
NERVE	1063
PAS	1061
SOTO	1061
T&A	1060
NIF	1060
EVAN	1058
ARM	1057
UPJ	1057
FTP	1053
PLC	1053
DORIS	1051
CLARK	1050
HWBC	1049
JB	1048
HRT	1048
STONE	1047
MRM	1047
MSKCC	1047
BETTY	1047
IMA	1042
LVSD	1042
LUX	1041
ADULT	1038
SCH	1037
LCTAB	1037
APR	1035
PACS	1035
FIVE	1034
ATG	1030
ROH	1030
CLARA	1030
HIVAN	1030
IHOR	1029
EARS	1029
DMI	1026
ADC	1026
HHCT	1026
NODE	1025
MUST	1024
EV	1023
BRONX	1022
AGO	1020
BT	1017
FEV	1016
WU	1013
IRR	1011
RD	1009
IDCM	1009
PHTN	1009
TRA	1007
PLUS	1005
NSG	1005
TOXIN	1003
SHUNT	1002
RAIK	1001
CITED	1001
EXT-	1000
OC	999
DRAW	999
